sn,fault_time,label
SERVER_15969,2020-07-26 07:30:00,2
SERVER_7429,2020-05-03 11:13:00,2
SERVER_16976,2019-12-28 19:11:00,1
SERVER_7346,2020-10-29 21:06:00,1
SERVER_25780,2020-08-01 07:23:00,0
SERVER_4973,2020-06-04 00:46:00,2
SERVER_15271,2020-03-20 18:12:00,3
SERVER_2085,2020-05-09 18:43:00,1
SERVER_1958,2020-01-05 04:29:00,3
SERVER_6833,2020-02-05 15:41:00,3
SERVER_15620,2020-02-19 21:16:00,1
SERVER_4375,2020-07-25 17:26:00,2
SERVER_16904,2020-06-04 05:36:00,2
SERVER_15529,2020-03-05 09:24:00,2
SERVER_2178,2020-01-19 17:43:00,2
SERVER_16074,2020-06-17 07:30:00,3
SERVER_15529,2020-06-21 06:36:00,2
SERVER_14144,2020-01-10 16:56:00,3
SERVER_7327,2020-09-03 02:10:00,3
SERVER_16906,2020-06-28 04:43:00,2
SERVER_2054,2020-02-09 06:15:00,3
SERVER_2445,2020-09-29 07:55:00,1
SERVER_14043,2020-10-25 03:14:00,2
SERVER_4455,2020-10-16 07:51:00,2
SERVER_2422,2020-01-10 10:48:00,3
SERVER_2673,2020-03-29 02:39:00,2
SERVER_2427,2020-08-19 19:13:00,2
SERVER_14376,2020-02-08 12:19:00,1
SERVER_13748,2020-04-28 05:57:00,2
SERVER_14509,2020-08-05 12:35:00,2
SERVER_13719,2020-11-13 16:38:00,2
SERVER_14715,2020-05-23 10:58:00,3
SERVER_3844,2020-05-04 12:11:00,2
SERVER_1211,2020-06-12 17:31:00,1
SERVER_1262,2020-05-30 10:59:00,2
SERVER_13905,2020-04-20 05:26:00,2
SERVER_1057,2020-02-08 14:03:00,1
SERVER_2422,2020-11-24 14:55:00,3
SERVER_13692,2020-02-27 14:07:00,2
SERVER_16073,2020-11-05 19:43:00,2
SERVER_13726,2020-04-27 18:16:00,2
SERVER_15034,2020-02-17 00:30:00,2
SERVER_13669,2020-09-02 06:02:00,3
SERVER_3185,2020-05-06 10:58:00,3
SERVER_14056,2020-10-25 03:29:00,2
SERVER_2676,2020-06-17 07:41:00,2
SERVER_2217,2020-07-19 06:07:00,2
SERVER_1666,2020-05-31 01:11:00,1
SERVER_14369,2020-11-09 20:34:00,3
SERVER_13692,2020-02-27 13:44:00,2
SERVER_14721,2020-08-07 15:27:00,2
SERVER_2528,2020-02-13 16:25:00,2
SERVER_3170,2020-06-11 07:44:00,2
SERVER_1133,2020-09-14 12:57:00,2
SERVER_1138,2020-06-15 12:36:00,2
SERVER_13674,2020-03-29 12:33:00,2
SERVER_15141,2020-04-04 15:38:00,2
SERVER_13898,2020-03-10 16:33:00,2
SERVER_1690,2020-05-07 15:42:00,2
SERVER_2817,2020-03-06 06:05:00,2
SERVER_14914,2020-08-04 14:11:00,2
SERVER_2232,2020-05-03 16:22:00,2
SERVER_2083,2020-03-22 12:28:00,2
SERVER_1216,2020-06-16 15:08:00,2
SERVER_2217,2020-07-19 06:04:00,2
SERVER_1415,2020-03-28 21:43:00,2
SERVER_14169,2020-10-01 19:49:00,3
SERVER_7388,2020-07-02 05:50:00,2
SERVER_4230,2020-08-26 17:45:00,2
SERVER_13923,2020-02-23 17:04:00,2
SERVER_3986,2020-01-29 16:42:00,2
SERVER_1216,2020-06-18 01:44:00,2
SERVER_14075,2020-04-15 02:30:00,3
SERVER_13726,2020-04-27 18:13:00,2
SERVER_14914,2020-08-04 14:26:00,2
SERVER_2659,2020-08-05 06:55:00,2
SERVER_26748,2020-01-22 18:51:00,0
SERVER_2528,2020-02-13 16:38:00,2
SERVER_902,2020-05-27 15:08:00,3
SERVER_3173,2020-04-20 13:47:00,2
SERVER_15183,2020-11-07 02:41:00,1
SERVER_2496,2020-02-02 02:14:00,3
SERVER_3899,2020-06-04 14:41:00,1
SERVER_2395,2020-01-15 18:11:00,0
SERVER_14225,2020-06-17 12:15:00,2
SERVER_14643,2020-02-11 03:44:00,2
SERVER_2466,2020-03-21 16:43:00,2
SERVER_3468,2020-06-05 03:57:00,2
SERVER_2202,2020-08-14 11:23:00,3
SERVER_14645,2020-02-22 09:08:00,2
SERVER_2533,2020-05-06 14:24:00,2
SERVER_15151,2020-05-19 23:05:00,1
SERVER_2725,2020-04-15 02:42:00,2
SERVER_5410,2020-01-16 13:07:00,2
SERVER_3115,2020-01-15 19:39:00,2
SERVER_2206,2020-10-25 19:50:00,2
SERVER_4100,2020-03-21 12:02:00,2
SERVER_4560,2020-04-19 19:39:00,2
SERVER_14090,2020-02-27 18:00:00,2
SERVER_2751,2020-05-18 05:06:00,2
SERVER_2213,2020-03-13 07:17:00,3
SERVER_14721,2020-08-06 22:34:00,2
SERVER_14645,2020-02-27 17:52:00,3
SERVER_13727,2020-04-08 08:45:00,2
SERVER_3923,2020-01-15 02:40:00,2
SERVER_2531,2020-11-25 12:09:00,2
SERVER_15726,2020-02-01 14:42:00,2
SERVER_14511,2020-10-24 16:12:00,3
SERVER_14728,2020-06-26 09:18:00,2
SERVER_15136,2020-05-15 16:17:00,2
SERVER_14616,2020-02-22 13:37:00,2
SERVER_15143,2020-01-05 22:41:00,1
SERVER_13837,2020-11-17 15:17:00,2
SERVER_7475,2020-04-04 07:47:00,2
SERVER_13709,2020-03-05 01:18:00,3
SERVER_2117,2020-07-17 06:19:00,2
SERVER_6901,2020-03-30 05:31:00,2
SERVER_13687,2020-09-23 07:52:00,2
SERVER_2221,2020-08-23 14:43:00,2
SERVER_2676,2020-06-17 08:05:00,2
SERVER_13883,2020-01-31 19:18:00,2
SERVER_14162,2020-07-10 01:07:00,3
SERVER_4266,2020-03-27 07:31:00,2
SERVER_3759,2020-05-08 07:41:00,1
SERVER_1228,2020-11-08 09:29:00,3
SERVER_3480,2020-01-31 02:45:00,3
SERVER_14062,2020-06-30 12:12:00,3
SERVER_1734,2020-09-23 19:47:00,3
SERVER_2656,2020-11-24 17:20:00,1
SERVER_4427,2020-07-23 03:56:00,2
SERVER_1397,2020-07-16 10:55:00,2
SERVER_15227,2020-02-27 08:05:00,2
SERVER_2131,2020-03-27 04:39:00,3
SERVER_2341,2020-08-01 10:54:00,3
SERVER_4064,2020-01-12 11:41:00,2
SERVER_2648,2020-04-16 04:50:00,2
SERVER_1131,2020-09-23 19:08:00,2
SERVER_4290,2020-01-09 08:30:00,2
SERVER_14660,2020-07-21 13:58:00,3
SERVER_1341,2020-06-19 22:36:00,2
SERVER_4013,2020-03-12 13:39:00,3
SERVER_1136,2020-05-20 14:15:00,1
SERVER_3241,2020-11-13 04:40:00,2
SERVER_3268,2020-02-08 15:19:00,2
SERVER_2400,2020-05-27 08:01:00,2
SERVER_15301,2020-04-05 19:23:00,2
SERVER_13684,2020-03-31 20:39:00,2
SERVER_2682,2020-03-05 07:22:00,2
SERVER_4289,2020-08-05 03:20:00,2
SERVER_3485,2020-01-09 08:24:00,1
SERVER_3221,2020-05-01 06:44:00,2
SERVER_13727,2020-04-08 08:42:00,2
SERVER_2419,2020-05-11 01:57:00,2
SERVER_2479,2020-06-17 18:44:00,2
SERVER_1218,2020-02-02 05:23:00,2
SERVER_13666,2020-07-16 21:47:00,2
SERVER_2751,2020-05-18 05:10:00,2
SERVER_3167,2020-04-01 04:59:00,2
SERVER_2393,2020-05-20 20:03:00,2
SERVER_1986,2020-01-27 21:48:00,3
SERVER_1556,2020-02-02 12:02:00,3
SERVER_2772,2020-07-24 12:52:00,2
SERVER_2648,2020-04-16 04:40:00,2
SERVER_1259,2020-03-01 10:49:00,2
SERVER_14515,2020-01-22 22:57:00,2
SERVER_3385,2020-10-16 17:02:00,2
SERVER_3169,2020-06-25 16:38:00,2
SERVER_3173,2020-04-20 14:15:00,3
SERVER_4109,2020-03-22 23:09:00,3
SERVER_14690,2020-08-30 22:37:00,2
SERVER_3480,2020-01-16 15:03:00,3
SERVER_2632,2020-01-25 09:50:00,2
SERVER_1487,2020-02-26 08:09:00,3
SERVER_3748,2020-10-13 09:09:00,3
SERVER_15187,2020-04-22 16:55:00,1
SERVER_2531,2020-11-25 12:06:00,2
SERVER_15141,2020-04-04 15:32:00,2
SERVER_13853,2020-10-20 21:59:00,1
SERVER_14730,2020-07-05 18:11:00,2
SERVER_2393,2020-05-20 20:10:00,2
SERVER_1339,2020-10-13 11:38:00,1
SERVER_1735,2020-05-20 22:24:00,3
SERVER_2206,2020-10-25 20:11:00,2
SERVER_15301,2020-04-05 19:07:00,2
SERVER_2673,2020-03-29 02:24:00,2
SERVER_13930,2020-10-25 03:26:00,2
SERVER_1693,2020-03-26 06:55:00,2
SERVER_2644,2020-01-06 07:14:00,3
SERVER_15029,2020-08-04 14:35:00,3
SERVER_2465,2020-03-28 17:36:00,3
SERVER_4445,2020-06-14 20:16:00,2
SERVER_3751,2019-12-29 00:43:00,2
SERVER_15875,2020-01-29 12:40:00,2
SERVER_970,2020-11-21 19:53:00,3
SERVER_5740,2020-04-03 03:13:00,1
SERVER_15139,2020-05-21 05:39:00,2
SERVER_14657,2020-02-26 17:06:00,2
SERVER_2400,2020-05-27 08:30:00,2
SERVER_1342,2020-02-01 18:10:00,3
SERVER_2669,2020-06-12 17:58:00,2
SERVER_14703,2020-04-04 04:30:00,2
SERVER_13645,2020-06-15 19:44:00,3
SERVER_2143,2020-11-12 02:50:00,3
SERVER_2346,2020-03-23 16:40:00,3
SERVER_13684,2020-03-31 20:41:00,2
SERVER_3801,2020-02-01 02:28:00,2
SERVER_2196,2020-06-01 13:18:00,2
SERVER_2732,2020-03-06 09:54:00,2
SERVER_1254,2020-04-18 15:50:00,2
SERVER_3745,2020-05-23 21:01:00,2
SERVER_13644,2020-04-24 14:38:00,3
SERVER_14665,2020-07-21 12:16:00,3
SERVER_1254,2020-04-18 13:15:00,2
SERVER_4030,2020-02-09 03:46:00,3
SERVER_2668,2020-02-16 01:04:00,2
SERVER_2483,2020-08-01 10:08:00,2
SERVER_6693,2020-07-21 06:05:00,2
SERVER_2218,2020-04-22 06:45:00,2
SERVER_2395,2020-01-15 18:28:00,2
SERVER_2175,2020-02-02 21:14:00,2
SERVER_4181,2020-03-23 20:38:00,3
SERVER_7384,2020-06-01 19:03:00,2
SERVER_14167,2020-11-11 00:36:00,2
SERVER_3848,2020-05-25 11:56:00,2
SERVER_4574,2020-07-08 23:04:00,2
SERVER_3267,2020-03-03 23:00:00,3
SERVER_14368,2020-07-18 00:05:00,3
SERVER_14042,2020-09-14 08:37:00,2
SERVER_2419,2020-05-11 01:54:00,2
SERVER_2533,2020-05-06 14:45:00,2
SERVER_1986,2020-01-04 16:23:00,3
SERVER_2351,2020-01-09 23:00:00,3
SERVER_15227,2020-02-27 08:08:00,2
SERVER_2732,2020-03-06 10:17:00,2
SERVER_7499,2020-03-30 10:40:00,2
SERVER_4112,2020-11-17 23:07:00,2
SERVER_13741,2020-08-12 17:23:00,2
SERVER_2735,2020-02-28 21:58:00,3
SERVER_6694,2020-10-11 01:55:00,2
SERVER_15204,2020-01-09 10:05:00,3
SERVER_4444,2019-12-28 23:10:00,1
SERVER_7433,2020-02-01 14:42:00,2
SERVER_15191,2020-06-16 01:51:00,2
SERVER_13763,2020-10-25 02:04:00,2
SERVER_3218,2020-01-30 15:50:00,2
SERVER_14595,2020-02-04 02:06:00,3
SERVER_4109,2020-07-23 16:42:00,3
SERVER_4444,2019-12-28 21:40:00,2
SERVER_3242,2020-07-07 19:39:00,2
SERVER_15193,2020-02-20 02:38:00,2
SERVER_1211,2020-02-06 10:53:00,3
SERVER_4027,2020-05-06 03:09:00,3
SERVER_7390,2020-11-01 15:55:00,2
SERVER_4008,2020-05-06 11:26:00,3
SERVER_3181,2020-04-02 20:40:00,2
SERVER_3852,2020-05-08 22:21:00,2
SERVER_3747,2020-07-28 22:06:00,3
SERVER_2666,2020-10-09 04:30:00,3
SERVER_3711,2020-05-14 19:51:00,2
SERVER_3178,2020-01-21 17:13:00,3
SERVER_5088,2020-05-17 01:44:00,2
SERVER_6815,2020-04-28 16:43:00,2
SERVER_3062,2020-07-05 20:45:00,2
SERVER_6893,2020-04-11 08:41:00,2
SERVER_3187,2020-02-25 12:41:00,2
SERVER_3382,2020-05-01 00:39:00,2
SERVER_3246,2020-04-30 22:56:00,2
SERVER_3274,2020-02-26 18:42:00,2
SERVER_13643,2020-04-03 18:08:00,3
SERVER_15734,2020-03-09 19:53:00,2
SERVER_15955,2020-04-17 05:51:00,2
SERVER_25741,2020-01-22 15:44:00,0
SERVER_17197,2020-09-13 02:22:00,2
SERVER_4577,2020-03-18 15:53:00,3
SERVER_26836,2020-04-13 19:20:00,0
SERVER_6182,2020-02-13 18:01:00,2
SERVER_16937,2020-11-12 12:46:00,2
SERVER_1453,2020-01-11 21:10:00,1
SERVER_17124,2020-03-31 22:22:00,2
SERVER_16873,2020-01-10 11:00:00,2
SERVER_5028,2020-11-02 08:34:00,2
SERVER_16940,2020-01-31 03:24:00,2
SERVER_5021,2020-01-04 11:00:00,2
SERVER_6320,2020-06-05 04:42:00,0
SERVER_15836,2020-08-24 01:07:00,2
SERVER_3836,2020-11-13 13:10:00,3
SERVER_26225,2020-04-19 01:08:00,0
SERVER_5668,2020-01-31 17:29:00,2
SERVER_5030,2020-01-30 17:16:00,2
SERVER_5981,2020-04-06 02:15:00,1
SERVER_5423,2020-10-01 17:08:00,2
SERVER_6246,2020-03-24 20:51:00,1
SERVER_4893,2020-01-23 18:04:00,2
SERVER_15734,2020-04-10 14:14:00,2
SERVER_5814,2020-02-16 09:39:00,1
SERVER_1277,2020-06-26 14:42:00,2
SERVER_15624,2020-11-21 02:52:00,2
SERVER_5433,2020-03-23 09:19:00,2
SERVER_6088,2020-08-20 17:05:00,2
SERVER_3975,2020-10-14 15:22:00,0
SERVER_16566,2020-10-03 08:00:00,2
SERVER_3896,2020-08-18 16:25:00,3
SERVER_4577,2020-03-18 15:50:00,3
SERVER_16565,2020-04-27 21:13:00,1
SERVER_3943,2020-01-07 15:47:00,3
SERVER_3991,2020-09-25 05:12:00,3
SERVER_3907,2020-09-05 09:21:00,3
SERVER_2586,2020-07-26 11:45:00,2
SERVER_4327,2020-06-14 05:26:00,2
SERVER_4300,2020-05-14 23:40:00,2
SERVER_16937,2020-11-12 12:48:00,2
SERVER_6699,2020-08-21 07:22:00,2
SERVER_15692,2020-02-01 15:51:00,3
SERVER_2309,2020-10-14 23:30:00,3
SERVER_26087,2020-07-05 02:21:00,0
SERVER_17191,2020-10-02 15:09:00,2
SERVER_16530,2020-04-18 02:40:00,2
SERVER_15741,2020-06-09 23:15:00,2
SERVER_15600,2020-03-05 20:46:00,2
SERVER_2430,2020-05-10 06:54:00,3
SERVER_2497,2020-06-01 07:19:00,1
SERVER_3891,2020-09-03 23:22:00,2
SERVER_3991,2020-09-01 16:24:00,0
SERVER_4009,2020-07-14 17:16:00,2
SERVER_3888,2020-05-22 23:09:00,3
SERVER_2620,2020-04-02 18:20:00,1
SERVER_17117,2020-04-29 17:31:00,2
SERVER_15778,2020-08-08 22:27:00,2
SERVER_6247,2020-02-13 05:44:00,3
SERVER_15517,2020-11-19 22:48:00,3
SERVER_15600,2020-03-05 20:43:00,2
SERVER_17004,2020-01-20 01:54:00,2
SERVER_17118,2020-07-05 05:40:00,2
SERVER_16891,2020-05-09 21:48:00,2
SERVER_15916,2020-04-04 17:21:00,1
SERVER_6214,2020-01-23 08:27:00,2
SERVER_4887,2020-04-02 14:37:00,1
SERVER_15956,2020-02-13 17:38:00,2
SERVER_3590,2020-11-01 22:16:00,2
SERVER_5993,2020-02-01 12:43:00,2
SERVER_15747,2020-03-23 17:46:00,2
SERVER_6082,2020-01-15 17:28:00,2
SERVER_17194,2020-05-26 16:37:00,2
SERVER_6642,2020-05-21 00:41:00,2
SERVER_3628,2020-03-21 14:41:00,2
SERVER_17361,2020-08-31 09:39:00,2
SERVER_16890,2020-08-12 20:29:00,2
SERVER_3592,2020-07-04 06:27:00,2
SERVER_6320,2020-10-16 04:41:00,1
SERVER_16937,2020-09-01 12:11:00,1
SERVER_16894,2020-04-30 22:38:00,2
SERVER_6095,2020-02-20 16:01:00,2
SERVER_17394,2020-06-24 20:39:00,2
SERVER_5421,2020-05-11 10:28:00,2
SERVER_17194,2020-06-25 03:49:00,2
SERVER_3975,2020-10-09 03:35:00,2
SERVER_3057,2020-07-30 02:45:00,2
SERVER_17467,2020-09-19 01:19:00,2
SERVER_5990,2020-04-23 10:26:00,3
SERVER_15676,2020-07-24 11:59:00,3
SERVER_17216,2020-10-04 14:20:00,2
SERVER_6097,2020-01-16 12:48:00,2
SERVER_17197,2020-09-26 00:23:00,2
SERVER_6810,2020-04-06 09:19:00,2
SERVER_3666,2020-08-04 09:00:00,2
SERVER_6191,2020-07-27 05:09:00,1
SERVER_6580,2020-05-23 04:41:00,1
SERVER_25902,2020-07-21 11:37:00,0
SERVER_4231,2020-07-23 08:41:00,1
SERVER_5004,2020-03-28 19:04:00,1
SERVER_6420,2020-03-26 09:32:00,2
SERVER_25779,2020-07-26 19:21:00,0
SERVER_3856,2020-08-25 18:30:00,2
SERVER_4505,2020-08-28 06:14:00,1
SERVER_5708,2020-01-19 04:50:00,1
SERVER_3723,2020-07-01 04:00:00,1
SERVER_5003,2020-03-28 22:24:00,2
SERVER_3973,2020-04-04 19:36:00,2
SERVER_26840,2020-07-17 21:27:00,0
SERVER_25925,2020-02-09 02:27:00,0
SERVER_6070,2020-02-16 21:57:00,1
SERVER_6564,2020-02-11 15:59:00,2
SERVER_6583,2020-05-26 04:24:00,1
SERVER_5708,2020-01-11 03:42:00,1
SERVER_26019,2020-02-09 03:40:00,0
SERVER_6194,2020-11-11 09:04:00,2
SERVER_5039,2020-05-10 12:26:00,2
SERVER_6137,2020-09-07 22:54:00,2
SERVER_25776,2020-02-10 07:31:00,0
SERVER_7486,2020-04-17 06:30:00,2
SERVER_2929,2020-05-06 18:42:00,3
SERVER_6420,2020-03-11 11:22:00,2
SERVER_26020,2020-04-03 18:44:00,0
SERVER_6072,2020-05-08 17:22:00,2
SERVER_6581,2020-07-04 04:03:00,1
SERVER_16826,2020-04-10 08:41:00,2
SERVER_4411,2020-09-22 11:15:00,2
SERVER_16105,2020-05-30 03:45:00,1
SERVER_26138,2020-11-10 10:48:00,0
SERVER_17179,2020-10-04 11:43:00,2
SERVER_7101,2020-11-10 10:09:00,2
SERVER_17170,2020-09-18 06:40:00,2
SERVER_16517,2020-09-11 10:05:00,2
SERVER_7244,2020-11-17 18:06:00,1
SERVER_6552,2020-11-03 22:42:00,1
SERVER_6035,2020-07-10 14:55:00,1
SERVER_6943,2020-04-11 16:17:00,1
SERVER_5859,2020-02-15 12:20:00,2
SERVER_27407,2020-07-16 09:34:00,0
SERVER_23030,2020-10-19 08:53:00,1
SERVER_5033,2020-06-22 02:00:00,1
SERVER_16531,2020-08-13 17:03:00,1
SERVER_25781,2020-06-28 00:46:00,0
SERVER_16092,2020-11-08 16:09:00,2
SERVER_4550,2020-01-08 21:40:00,1
SERVER_5957,2020-09-10 15:46:00,1
SERVER_16257,2020-10-23 10:26:00,2
SERVER_6299,2020-07-29 00:52:00,1
SERVER_16592,2020-07-22 17:16:00,2
SERVER_17208,2020-11-10 09:10:00,2
SERVER_6277,2020-10-23 09:29:00,1
SERVER_4957,2020-02-27 09:33:00,2
SERVER_7323,2020-09-02 21:42:00,2
SERVER_4473,2020-04-17 19:51:00,2
SERVER_5503,2020-04-11 16:26:00,1
SERVER_3946,2020-04-22 05:06:00,1
SERVER_5632,2020-04-14 10:33:00,2
SERVER_4746,2020-10-07 18:38:00,2
SERVER_7260,2020-10-28 11:45:00,1
SERVER_17407,2020-07-06 12:36:00,1
SERVER_26755,2020-02-16 16:03:00,0
SERVER_26771,2020-05-20 21:45:00,0
SERVER_5303,2020-04-21 13:52:00,2
SERVER_5191,2020-08-03 01:18:00,1
SERVER_25773,2020-10-17 09:54:00,0
SERVER_4687,2020-05-22 05:00:00,2
SERVER_5078,2020-01-10 10:43:00,2
SERVER_5062,2020-08-19 19:31:00,1
SERVER_6280,2020-01-18 20:15:00,1
SERVER_4826,2020-03-10 17:56:00,1
SERVER_16439,2020-07-11 11:06:00,2
SERVER_4655,2020-06-14 11:58:00,2
SERVER_6524,2020-10-19 12:28:00,2
SERVER_6043,2020-09-30 00:55:00,1
SERVER_6105,2020-07-07 21:21:00,1
SERVER_5588,2020-09-22 01:52:00,2
SERVER_3833,2020-07-23 14:49:00,3
SERVER_16944,2020-02-05 19:06:00,3
SERVER_16610,2020-07-06 21:04:00,2
SERVER_4757,2020-06-30 21:57:00,2
SERVER_16128,2020-04-14 15:22:00,2
SERVER_5174,2020-05-09 12:27:00,1
SERVER_26092,2020-08-27 20:49:00,0
SERVER_6025,2020-07-15 10:16:00,2
SERVER_16657,2020-04-08 12:15:00,1
SERVER_5115,2020-04-15 02:27:00,1
SERVER_16415,2020-01-29 15:06:00,1
SERVER_4433,2020-08-10 21:22:00,0
SERVER_16429,2020-04-25 12:01:00,2
SERVER_6449,2020-05-18 13:19:00,1
SERVER_5273,2020-01-16 20:33:00,2
SERVER_5066,2020-07-07 21:44:00,2
SERVER_4699,2020-01-23 03:19:00,2
SERVER_3866,2020-03-13 17:12:00,2
SERVER_5457,2020-07-03 02:32:00,1
SERVER_6486,2020-07-18 13:33:00,1
SERVER_4777,2020-09-01 08:23:00,2
SERVER_3570,2020-08-28 03:57:00,1
SERVER_5274,2020-07-12 03:16:00,2
SERVER_6007,2020-05-31 16:41:00,1
SERVER_16948,2020-01-25 17:03:00,1
SERVER_4687,2020-05-24 06:17:00,0
SERVER_7320,2020-08-24 13:24:00,1
SERVER_26008,2020-07-03 12:48:00,0
SERVER_5957,2020-03-05 21:01:00,1
SERVER_4740,2020-07-11 11:38:00,2
SERVER_5291,2020-11-14 09:01:00,2
SERVER_7285,2020-08-01 05:57:00,2
SERVER_16238,2020-10-18 15:01:00,2
SERVER_16361,2020-10-25 14:26:00,1
SERVER_17144,2020-11-12 03:04:00,3
SERVER_16854,2020-07-17 08:42:00,2
SERVER_17132,2020-07-25 14:22:00,2
SERVER_6448,2020-05-27 15:12:00,2
SERVER_16609,2020-04-11 16:45:00,2
SERVER_6452,2020-05-18 13:27:00,1
SERVER_5968,2020-04-16 13:10:00,2
SERVER_4761,2020-09-18 14:10:00,2
SERVER_16331,2020-01-04 11:16:00,1
SERVER_5282,2020-10-11 04:27:00,2
SERVER_3646,2020-06-19 16:57:00,2
SERVER_4883,2020-08-09 19:52:00,1
SERVER_16835,2020-04-20 15:49:00,2
SERVER_16611,2020-03-08 17:51:00,1
SERVER_5286,2020-01-12 20:17:00,2
SERVER_4762,2020-05-17 09:48:00,2
SERVER_5866,2020-03-24 04:41:00,1
SERVER_3864,2020-07-13 18:34:00,2
SERVER_7247,2020-09-30 01:03:00,1
SERVER_16381,2020-07-18 03:24:00,2
SERVER_23104,2020-11-12 21:24:00,2
SERVER_3831,2019-12-28 21:56:00,2
SERVER_6530,2020-03-14 18:53:00,1
SERVER_23031,2020-09-18 03:52:00,1
SERVER_15775,2020-07-16 05:39:00,2
SERVER_4707,2020-02-07 10:18:00,1
SERVER_5254,2020-03-16 11:42:00,2
SERVER_4985,2020-08-05 16:05:00,1
SERVER_16677,2020-08-11 13:18:00,2
SERVER_4633,2020-04-12 16:19:00,2
SERVER_15713,2020-06-12 17:51:00,2
SERVER_5863,2020-10-07 15:39:00,2
SERVER_5963,2020-01-10 08:11:00,2
SERVER_16286,2020-07-22 09:21:00,1
SERVER_5967,2020-10-22 01:12:00,2
SERVER_4478,2020-07-13 09:38:00,1
SERVER_4814,2020-04-07 12:05:00,1
SERVER_25937,2020-05-09 12:54:00,0
SERVER_6042,2020-01-05 15:40:00,2
SERVER_6430,2020-05-05 08:04:00,2
SERVER_16063,2020-07-03 15:05:00,1
SERVER_7235,2020-07-28 19:07:00,3
SERVER_16471,2020-02-23 12:17:00,2
SERVER_16706,2020-07-17 00:53:00,1
SERVER_15666,2020-04-12 17:31:00,2
SERVER_16300,2020-03-10 18:47:00,1
SERVER_16737,2020-03-13 13:50:00,2
SERVER_5964,2020-04-26 16:09:00,2
SERVER_15983,2020-04-03 12:11:00,1
SERVER_25744,2020-06-13 12:11:00,0
SERVER_7142,2020-10-25 10:59:00,2
SERVER_4187,2020-02-23 09:09:00,2
SERVER_15942,2020-08-20 22:14:00,1
SERVER_17525,2020-09-19 20:17:00,2
SERVER_6032,2020-04-17 12:14:00,2
SERVER_6528,2020-10-22 16:49:00,2
SERVER_5602,2020-04-26 09:33:00,2
SERVER_5851,2020-01-25 11:46:00,3
SERVER_17505,2020-11-20 14:15:00,1
SERVER_16478,2020-08-06 07:04:00,2
SERVER_4814,2020-03-05 04:53:00,2
SERVER_6478,2020-09-06 00:18:00,2
SERVER_17178,2020-05-07 01:03:00,2
SERVER_15755,2020-04-18 11:03:00,2
SERVER_5073,2020-11-23 06:28:00,2
SERVER_27446,2020-08-15 04:01:00,0
SERVER_16683,2020-09-18 14:52:00,2
SERVER_26835,2020-05-26 08:58:00,0
SERVER_4698,2020-04-21 11:15:00,2
SERVER_16446,2020-05-17 01:00:00,2
SERVER_7095,2020-07-26 15:32:00,1
SERVER_16583,2020-04-12 19:57:00,1
SERVER_4692,2020-11-17 00:42:00,2
SERVER_16034,2020-05-12 17:49:00,1
SERVER_5339,2020-02-24 12:08:00,2
SERVER_16170,2020-03-25 03:08:00,2
SERVER_6003,2020-03-13 12:24:00,1
SERVER_16623,2020-01-26 06:17:00,1
SERVER_5355,2020-05-08 14:20:00,2
SERVER_17632,2020-11-15 06:26:00,1
SERVER_15829,2020-08-18 08:55:00,2
SERVER_4656,2020-06-14 19:35:00,1
SERVER_5771,2020-03-02 12:39:00,2
SERVER_5175,2020-09-23 13:26:00,2
SERVER_4159,2020-10-20 20:54:00,2
SERVER_26815,2020-01-20 11:16:00,0
SERVER_6538,2020-04-01 01:23:00,2
SERVER_16107,2020-11-03 08:47:00,1
SERVER_16859,2020-04-23 01:54:00,2
SERVER_16617,2020-11-23 17:55:00,1
SERVER_16331,2020-01-04 11:12:00,3
SERVER_4212,2020-07-03 04:48:00,2
SERVER_6298,2020-07-27 12:31:00,1
SERVER_5309,2020-03-23 18:44:00,1
SERVER_5294,2020-09-08 08:10:00,2
SERVER_17592,2020-10-09 13:14:00,1
SERVER_6527,2020-03-19 20:30:00,1
SERVER_5848,2020-01-10 09:50:00,2
SERVER_16590,2020-05-15 22:51:00,1
SERVER_4536,2020-04-10 18:36:00,2
SERVER_5284,2020-03-18 11:49:00,1
SERVER_16623,2020-05-05 21:33:00,2
SERVER_6422,2020-03-20 01:13:00,1
SERVER_5173,2020-04-24 14:43:00,2
SERVER_15782,2020-02-08 22:26:00,1
SERVER_16300,2020-03-10 17:39:00,2
SERVER_16457,2020-06-05 20:22:00,2
SERVER_3708,2020-08-24 01:29:00,1
SERVER_5721,2020-02-24 12:06:00,2
SERVER_5273,2020-01-16 20:41:00,2
SERVER_6943,2020-03-10 16:28:00,1
SERVER_16105,2020-05-29 11:31:00,2
SERVER_5893,2020-07-13 15:57:00,1
SERVER_4920,2020-01-25 21:25:00,1
SERVER_4157,2020-07-17 08:38:00,3
SERVER_16377,2020-01-28 22:36:00,3
SERVER_25932,2020-01-20 14:10:00,0
SERVER_4584,2020-04-18 04:15:00,2
SERVER_3868,2020-06-03 16:25:00,1
SERVER_17474,2020-09-23 14:51:00,1
SERVER_5942,2020-01-23 03:07:00,1
SERVER_16097,2020-10-15 07:31:00,1
SERVER_6305,2020-01-26 03:37:00,2
SERVER_16101,2020-04-05 19:26:00,2
SERVER_16587,2020-11-04 00:34:00,2
SERVER_6035,2020-04-18 10:50:00,2
SERVER_4706,2020-08-26 16:11:00,2
SERVER_3643,2020-08-11 17:08:00,2
