sn,server_model,fault_time,label,msg_text,pred
SERVER_27266,SM83,2020-09-13 02:41:00,0,"["" Power Unit Pwr Unit Status | Power off/down | Asserted"", "" Power Unit Pwr Unit Status | Power off/down | Deasserted"", "" System Event #0xff | Timestamp Clock Sync | Asserted"", "" System Boot Initiated | Initiated by power up | Asserted"", "" Unknown CPU0 MCERR |  | Asserted"", "" Unknown CPU0 CATERR |  | Asserted"", "" Watchdog2 IPMI Watchdog | Power cycle | Asserted"", "" Microcontroller #0x3b | Transition to Running | Asserted"", "" Temperature CPU0 Margin | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 2 degrees C"", "" Temperature CPU0 Margin | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 1 degrees C"", "" Temperature CPU0 Margin | Lower Non-critical going low  | Deasserted | Reading 100 &lt; Threshold 2 degrees C"", "" Temperature CPU0 Margin | Lower Critical going low  | Deasserted | Reading 100 &lt; Threshold 1 degrees C""]",1
SERVER_27305,SM83,2020-10-31 18:34:00,0,"["" Power Unit Pwr Unit Status | Power off/down | Asserted"", "" Power Unit Pwr Unit Status | Power off/down | Deasserted"", "" System Event #0xff | Timestamp Clock Sync | Asserted"", "" System Boot Initiated | Initiated by power up | Asserted"", "" Unknown CPU0 MCERR |  | Asserted"", "" Unknown CPU0 CATERR |  | Asserted"", "" Watchdog2 IPMI Watchdog | Power cycle | Asserted"", "" Microcontroller #0x3b | Transition to Running | Asserted"", "" Temperature CPU0 Margin | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 1 degrees C"", "" Temperature CPU0 Margin | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 2 degrees C"", "" Temperature CPU0 Margin | Lower Non-critical going low  | Deasserted | Reading 100 &lt; Threshold 2 degrees C"", "" Temperature CPU0 Margin | Lower Critical going low  | Deasserted | Reading 100 &lt; Threshold 1 degrees C""]",0
SERVER_27263,SM83,2020-11-06 06:09:00,0,"["" Unknown CPU0 CATERR |  | Asserted"", "" Unknown CPU0 MCERR |  | Asserted""]",1
SERVER_27390,SM88,2020-07-26 23:06:00,0,"["" f76 | OEM record ef | aa1700072286108081c0010020"", "" f77 | OEM record ef | aa1700072286108081c0010020"", "" f78 | OEM record ef | aa1700072286108081c0010020"", "" f79 | OEM record ef | aa1700072286108081c0010020"", "" f7c | OEM record ef | aa1700072286108081c0010020"", "" f7d | OEM record ef | aa1700072286108081c0010020"", "" f80 | OEM record ef | aa1700072286108081c0010020"", "" f81 | OEM record ef | aa1700072286108081c0010020"", "" f82 | OEM record ef | aa1700072286108081c0010020"", "" f85 | OEM record ef | aa1700072286108081c0010020"", "" f86 | OEM record ef | aa1700072286108081c0010020"", "" f87 | OEM record ef | aa1700072286108081c0010020"", "" f8a | OEM record ef | aa1700072286108081c0010020"", "" f8b | OEM record ef | aa1700072286108081c0010020"", "" f8c | OEM record ef | aa1700072286108081c0010020"", "" f8d | OEM record ef | aa1700072286108081c0010020"", "" f90 | OEM record ef | aa1700072286108081c0010020"", "" f92 | OEM record ef | aa1700072286108081c0010020"", "" f91 | OEM record ef | aa1700072286108081c0010020"", "" f95 | OEM record ef | aa1700072286108081c0010020"", "" f98 | OEM record ef | aa1700072286108081c0010020"", "" f99 | OEM record ef | aa1700072286108081c0010020"", "" f9c | OEM record ef | aa1700072286108081c0010020"", "" f9d | OEM record ef | aa1700072286108081c0010020"", "" f9e | OEM record ef | aa1700072286108081c0010020"", "" fa1 | OEM record ef | aa1700072286108081c0010020"", "" fa2 | OEM record ef | aa1700072286108081c0010020"", "" System Event | Timestamp Clock Sync | Asserted"", "" LAN Link_Up | State Deasserted | Asserted"", "" Processor CPU3_Status | IERR | Asserted"", "" Processor CPU2_Status | IERR | Asserted"", "" Processor CPU0_Status | IERR | Asserted"", "" Processor CPU1_Status | IERR | Asserted"", "" System Boot Initiated BIOS_Boot_UP | Initiated by hard reset | Asserted"", "" LAN Link_Up | State Deasserted | Deasserted"", "" Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 85 &gt; Threshold 85 degrees C"", "" Temperature DIMMG3_Temp | Upper Critical going high | Asserted | Reading 85 &gt; Threshold 85 degrees C"", "" Temperature DIMMG2_Temp | Upper Critical going high | Asserted | Reading 85 &gt; Threshold 85 degrees C"", "" Temperature DIMMG0_Temp | Upper Critical going high | Asserted | Reading 85 &gt; Threshold 85 degrees C"", "" Processor #0xc6 | Uncorrectable machine check exception | Asserted"", "" Temperature DIMMG3_Temp | Upper Critical going high | Deasserted | Reading 72 &gt; Threshold 85 degrees C"", "" Temperature DIMMG1_Temp | Upper Critical going high | Deasserted | Reading 72 &gt; Threshold 85 degrees C"", "" Temperature DIMMG0_Temp | Upper Critical going high | Deasserted | Reading 72 &gt; Threshold 85 degrees C"", "" Temperature DIMMG2_Temp | Upper Critical going high | Deasserted | Reading 72 &gt; Threshold 85 degrees C"", "" fb8 | OEM record ef | aa17000302b0e8736d00000000"", "" fbc | OEM record ef | aa17000402b0e8736d00000000"", "" fb7 | OEM record ef | aa17000301b0e8736d00000000"", "" fba | OEM record ef | aa1700040000048000000000be"", "" fbb | OEM record ef | aa17000401b0e8736d00000000"", "" fb6 | OEM record ef | aa1700030000048000000000be""]",0
SERVER_27492,SM91,2020-09-05 07:44:00,0,"["" Processor Processor 1 | Thermal Trip | Asserted"", "" Processor Processor 0 | Thermal Trip | Asserted"", "" Power Supply Power Supply 1 | Presence detected | Asserted"", "" Power Supply Power Supply 0 | Presence detected | Asserted""]",2
SERVER_23865,SM92,2020-10-29 10:16:00,0,"["" Memory #0x87 | Correctable ECC | Asserted"", "" Processor CPU_CATERR |  | Asserted"", "" Memory #0x87 | Uncorrectable ECC | Asserted"", "" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" System Boot Initiated #0xb8 | Initiated by warm reset | Asserted""]",2
SERVER_27507,SM92,2020-06-16 11:48:00,0,"["" System Boot Initiated #0xb8 | Initiated by warm reset | Asserted"", "" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" Processor CPU_CATERR | IERR | Asserted"", "" Unknown Chassis_control |  | Asserted"", "" Watchdog2 IPMI_Watchdog | Hard reset | Asserted""]",0
SERVER_24173,SM95,2020-02-20 21:51:00,0,"["" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 124 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -32 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -24 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -32 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -24 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 120 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 120 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 112 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 112 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -36 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -28 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -28 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -36 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 108 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 116 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 108 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 116 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -4 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -4 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -32 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -32 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 112 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 104 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 112 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 104 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -36 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -36 &lt; Threshold 0 degrees C"", "" Temperature DIMMG0_Temp | Upper Non-critical going high | Asserted | Reading 86 &gt; Threshold 84 degrees C"", "" Temperature Temp_DIMM_DEF | Upper Critical going high | Asserted | Reading 86 &gt; Threshold 85 degrees C"", "" Temperature Temp_DIMM_DEF | Upper Non-critical going high | Asserted | Reading 86 &gt; Threshold 84 degrees C"", "" Temperature DIMMG0_Temp | Upper Critical going high | Asserted | Reading 86 &gt; Threshold 85 degrees C"", "" Temperature Temp_DIMM_DEF | Upper Critical going high | Deasserted | Reading 26 &gt; Threshold 85 degrees C"", "" Temperature DIMMG0_Temp | Upper Critical going high | Deasserted | Reading 51 &gt; Threshold 85 degrees C"", "" Temperature DIMMG0_Temp | Upper Non-critical going high | Deasserted | Reading 51 &gt; Threshold 84 degrees C"", "" Temperature Temp_DIMM_DEF | Upper Non-critical going high | Deasserted | Reading 26 &gt; Threshold 84 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -8 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -8 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 108 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 100 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 100 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 108 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 54 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 54 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 54 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 54 &lt; Threshold 0 degrees C"", "" Unknown #0x19 |  | Asserted""]",2
SERVER_24185,SM95,2020-07-06 10:02:00,0,"["" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -16 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -24 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -16 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 92 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 92 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 120 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 120 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -28 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -20 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -28 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -20 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 116 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 124 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 116 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 124 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -24 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -32 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -24 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -32 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 120 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 120 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 112 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 112 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -36 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -28 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -28 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -36 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading 0 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading 0 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 108 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 116 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 116 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 108 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -32 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -32 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -4 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -4 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 112 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 104 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 112 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -36 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -36 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 49 &lt; Threshold 0 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 52 &lt; Threshold 0 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 49 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 52 &lt; Threshold 1 degrees C"", "" Unknown #0x19 |  | Asserted"", "" System ACPI Power State #0x7d | S4/S5: soft-off | Asserted"", "" System ACPI Power State #0x7d | S0/G0: working | Asserted"", "" Processor CPU_CATERR | IERR | Deasserted""]",0
SERVER_27612,SM100,2020-05-22 21:04:00,0,"["" OEM record c3 | 000000 | 0203c0a80101"", "" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" System ACPI Power State #0x7d | S0/G0: working | Asserted"", "" Unknown Chassis_control |  | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted""]",0
SERVER_27593,SM100,2020-04-11 22:13:00,0,"["" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" Processor CPU_CATERR | IERR | Asserted"", "" System ACPI Power State #0x7d | S4/S5: soft-off | Asserted"", "" System ACPI Power State #0x7d | S0/G0: working | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" Unknown Chassis_control |  | Asserted"", "" Processor CPU_CATERR | IERR | Deasserted""]",0
SERVER_27639,SM100,2020-07-15 22:46:00,0,"["" Unknown Chassis_control |  | Asserted"", "" System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted"", "" OEM record d0 | 001c4c | 200002a80200"", "" Microcontroller #0x8c | Device Enabled | Asserted"", "" Power Supply PS1_Status | Presence detected | Asserted"", "" Power Supply PS3_Status | Presence detected | Asserted"", "" Power Supply PS2_Status | Presence detected | Asserted"", "" Power Supply PS4_Status | Presence detected | Asserted"", "" OEM record c3 | 000000 | 0203c0a80101"", "" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" System ACPI Power State #0x7d | S0/G0: working | Asserted""]",0
SERVER_25164,SM103,2020-04-24 08:42:00,0,"["" Memory #0x88 | Correctable ECC | Asserted"", "" Memory #0x88 | Memory Device Disabled | Asserted"", "" System Boot Initiated #0xe0 | Initiated by warm reset | Asserted"", "" Memory #0x88 | Uncorrectable ECC | Asserted"", "" Processor CPU1_Status | Configuration Error | Asserted""]",0
SERVER_25069,SM103,2020-10-29 17:25:00,0,"["" Button Button_Pressed | Power Button pressed | Asserted"", "" System ACPI Power State #0xc1 | S4/S5: soft-off | Asserted"", "" System ACPI Power State #0xc1 | S0/G0: working | Asserted"", "" Memory #0x98 | Configuration Error | Asserted"", "" System Boot Initiated #0xe0 | Initiated by warm reset | Asserted"", "" OEM record d0 | 001c4c | 2000025d0200"", "" Microcontroller #0xec | Device Enabled | Asserted"", "" Unknown #0x19 |  | Asserted"", "" Management Subsys Health #0x8f | Controller access degraded or unavailable | Asserted"", "" Unknown SPS FW Health |  | Asserted"", "" Unknown #0x19 |  | Deasserted"", "" Management Subsys Health #0x8f | Controller access degraded or unavailable | Deasserted"", "" Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted"", "" OEM record c3 | 000000 | 0202c0a80008"", "" OEM record c3 | 000000 | 0102c0a80008"", "" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" Processor CPU_CATERR | IERR | Asserted"", "" Management Subsys Health #0x8f | Management controller unavailable | Asserted""]",0
SERVER_25070,SM103,2020-04-11 23:07:00,0,"["" Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted"", "" OEM record c3 | 000000 | 0202c0a80064"", "" System Boot Initiated #0xe0 | Initiated by warm reset | Asserted"", "" Processor CPU_CATERR | Uncorrectable machine check exception | Asserted"", "" Processor CPU_CATERR | IERR | Asserted"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Asserted | Reading -3 &lt; Threshold 1 degrees C"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Asserted | Reading -3 &lt; Threshold 1 degrees C"", "" Unknown SPS FW Health |  | Asserted"", "" Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 24 &lt; Threshold 1 degrees C"", "" Temperature CPU0_Margin_Temp | Lower Critical going low  | Deasserted | Reading 28 &lt; Threshold 1 degrees C"", "" Unknown #0x19 |  | Asserted"", "" Management Subsys Health #0x8f | Controller access degraded or unavailable | Asserted"", "" System ACPI Power State #0xc1 | S4/S5: soft-off | Asserted"", "" System ACPI Power State #0xc1 | S0/G0: working | Asserted"", "" Processor CPU_CATERR | IERR | Deasserted"", "" Management Subsys Health #0x8f | Controller access degraded or unavailable | Deasserted"", "" OEM record c3 | 000000 | 0203c0a80101""]",0
SERVER_25079,SM103,2020-04-26 08:54:00,0,"["" Processor CPU_CATERR | IERR | Asserted"", "" Unknown #0x19 |  | Asserted"", "" OEM record c3 | 000000 | 0203c0a80101""]",0
SERVER_271,SM6,2020-04-25 00:51:00,1,"["" Processor CPU1 Status | Uncorrectable machine check exception | Asserted"", "" Processor CPU1 Status |  | Asserted"", "" System Boot Initiated SysRestart | System Restart | Asserted"", "" Processor CPU1 Status |  | Deasserted"", "" Processor CPU1 Status | Uncorrectable machine check exception | Deasserted"", "" Management Subsystem Health Mngmnt Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsys Health Mngmnt Health | Sensor access degraded or unavailable | Asserted"", "" Management Subsys Health Mngmnt Health | Sensor access degraded or unavailable | Deasserted"", "" Management Subsystem Health Mngmnt Health | Sensor access degraded or unavailable | Deasserted"", "" System Event System Notice | Informational | Asserted"", "" System Event System Notice | Informational"", "" Memory DIMM030 | Presence Detected | Deasserted"", "" Memory DIMM001 | Presence Detected | Deasserted"", "" System ACPI Power State ACPI State | S4/S5: soft-off | Asserted"", "" Memory DIMM101 | Presence Detected | Deasserted"", "" Memory DIMM020 | Presence Detected | Deasserted"", "" Memory DIMM011 | Presence Detected | Deasserted"", "" Memory DIMM010 | Presence Detected | Deasserted"", "" Memory DIMM100 | Presence Detected | Deasserted"", "" Memory DIMM000 | Presence Detected | Deasserted"", "" System Event System Notice | Informational | Deasserted"", "" Memory DIMM111 | Presence Detected | Deasserted"", "" Memory DIMM110 | Presence Detected | Deasserted"", "" Memory DIMM120 | Presence Detected | Deasserted"", "" Memory DIMM130 | Presence Detected | Deasserted"", "" Memory DIMM020 | Presence Detected | Asserted"", "" Memory DIMM010 | Presence Detected | Asserted"", "" Memory DIMM000 | Presence Detected | Asserted"", "" Memory DIMM001 | Presence Detected | Asserted"", "" System ACPI Power State ACPI State | S0/G0: working | Asserted"", "" Memory DIMM011 | Presence Detected | Asserted"", "" Memory DIMM110 | Presence Detected | Asserted"", "" Memory DIMM030 | Presence Detected | Asserted"", "" Memory DIMM101 | Presence Detected | Asserted"", "" Memory DIMM111 | Presence Detected | Asserted"", "" Memory DIMM100 | Presence Detected | Asserted"", "" Memory DIMM130 | Presence Detected | Asserted"", "" Memory DIMM120 | Presence Detected | Asserted""]",1
SERVER_82,SM6,2020-06-04 20:23:00,1,"["" Processor CPU1 Status | Configuration Error | Asserted"", "" Processor CPU2 Status | Configuration Error | Asserted"", "" Memory DIMM110 | Presence Detected | Deasserted"", "" Memory DIMM100 | Presence Detected | Deasserted"", "" Memory DIMM020 | Presence Detected | Deasserted"", "" Memory DIMM000 | Presence Detected | Deasserted"", "" System ACPI Power State ACPI State | S4/S5: soft-off | Asserted"", "" Memory DIMM010 | Presence Detected | Deasserted"", "" Memory DIMM130 | Presence Detected | Deasserted"", "" Memory DIMM120 | Presence Detected | Deasserted"", "" Memory DIMM030 | Presence Detected | Deasserted"", "" Processor CPU2 Status | Configuration Error | Deasserted"", "" Processor CPU1 Status | Configuration Error | Deasserted"", "" System ACPI Power State ACPI State | S0/G0: working | Asserted"", "" System Boot Initiated SysRestart | System Restart | Asserted"", "" Memory DIMM120 | Presence Detected | Asserted"", "" Memory DIMM110 | Presence Detected | Asserted"", "" Memory DIMM020 | Presence Detected | Asserted"", "" Memory DIMM130 | Presence Detected | Asserted"", "" Memory DIMM030 | Presence Detected | Asserted"", "" Memory DIMM010 | Presence Detected | Asserted"", "" Memory DIMM100 | Presence Detected | Asserted"", "" Memory DIMM000 | Presence Detected | Asserted""]",1
SERVER_75,SM6,2020-08-10 05:36:00,1,"["" Processor CPU1 Status | Configuration Error | Asserted"", "" Processor CPU2 Status | Configuration Error | Asserted"", "" System ACPI Power State ACPI State | S4/S5: soft-off | Asserted"", "" Memory DIMM100 | Presence Detected | Deasserted"", "" Memory DIMM120 | Presence Detected | Deasserted"", "" Memory DIMM130 | Presence Detected | Deasserted"", "" Memory DIMM000 | Presence Detected | Deasserted"", "" Memory DIMM020 | Presence Detected | Deasserted"", "" Memory DIMM010 | Presence Detected | Deasserted"", "" Memory DIMM110 | Presence Detected | Deasserted"", "" Memory DIMM030 | Presence Detected | Deasserted"", "" Processor CPU1 Status | Configuration Error | Deasserted"", "" Processor CPU2 Status | Configuration Error | Deasserted"", "" System ACPI Power State ACPI State | S0/G0: working | Asserted"", "" System Boot Initiated SysRestart | System Restart | Asserted"", "" Memory DIMM020 | Presence Detected | Asserted"", "" Memory DIMM010 | Presence Detected | Asserted"", "" Memory DIMM000 | Presence Detected | Asserted"", "" Memory DIMM110 | Presence Detected | Asserted"", "" Memory DIMM100 | Presence Detected | Asserted"", "" Memory DIMM030 | Presence Detected | Asserted"", "" Memory DIMM120 | Presence Detected | Asserted"", "" Memory DIMM130 | Presence Detected | Asserted""]",1
